date,regime,weights,controls,realizedVol60d,turnover
2018-05-31,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.09288291170741682,0.6433990274002083
2018-06-29,Expansion,"{'SPY': 0.35, 'QQQ': 0.2, 'IWM': 0.15, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.0, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.1, 'DBC': 0.1, 'GLD': 0.1, 'SHY': 0.0}",[],0.07154827093456985,0.0
2018-07-31,Slowdown,"{'SPY': 0.2, 'QQQ': 0.1, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.25, 'IEF': 0.2, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.0, 'DBC': 0.0, 'GLD': 0.15, 'SHY': 0.1}",[],0.07247858698027258,1.2000000000000002
2018-08-31,Slowdown,"{'SPY': 0.2, 'QQQ': 0.1, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.25, 'IEF': 0.2, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.0, 'DBC': 0.0, 'GLD': 0.15, 'SHY': 0.1}",[],0.06859783920664443,0.0
2018-09-28,Contraction,"{'SPY': 0.0, 'QQQ': 0.0, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.45, 'IEF': 0.25, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.0, 'DBC': 0.0, 'GLD': 0.15, 'SHY': 0.15}",[],0.05581822649385471,0.6000000000000001
2018-10-31,Contraction,"{'SPY': 0.0, 'QQQ': 0.0, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.45, 'IEF': 0.25, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.0, 'DBC': 0.0, 'GLD': 0.15, 'SHY': 0.15}",[],0.052284177945290757,0.0
2018-11-30,Contraction,"{'SPY': 0.0, 'QQQ': 0.0, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.45, 'IEF': 0.25, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.0, 'DBC': 0.0, 'GLD': 0.15, 'SHY': 0.15}",[],0.05227991603132701,0.0
2018-12-31,Contraction,"{'SPY': 0.0, 'QQQ': 0.0, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.45, 'IEF': 0.25, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.0, 'DBC': 0.0, 'GLD': 0.15, 'SHY': 0.15}",[],0.05454558946550725,0.0
2019-01-31,Contraction,"{'SPY': 0.0, 'QQQ': 0.0, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.45, 'IEF': 0.25, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.0, 'DBC': 0.0, 'GLD': 0.15, 'SHY': 0.15}",[],0.054140930544028944,0.0
2019-02-28,Contraction,"{'SPY': 0.0, 'QQQ': 0.0, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.45, 'IEF': 0.25, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.0, 'DBC': 0.0, 'GLD': 0.15, 'SHY': 0.15}",[],0.060673712656552053,0.0
2019-03-29,Contraction,"{'SPY': 0.0, 'QQQ': 0.0, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.45, 'IEF': 0.25, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.0, 'DBC': 0.0, 'GLD': 0.15, 'SHY': 0.15}",[],0.06216923815707968,0.0
2019-04-30,Contraction,"{'SPY': 0.0, 'QQQ': 0.0, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.45, 'IEF': 0.25, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.0, 'DBC': 0.0, 'GLD': 0.15, 'SHY': 0.15}",[],0.06143115419134846,0.0
2019-05-31,Contraction,"{'SPY': 0.0, 'QQQ': 0.0, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.45, 'IEF': 0.25, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.0, 'DBC': 0.0, 'GLD': 0.15, 'SHY': 0.15}",[],0.060689821104741186,0.0
2019-06-28,Contraction,"{'SPY': 0.0, 'QQQ': 0.0, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.45, 'IEF': 0.25, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.0, 'DBC': 0.0, 'GLD': 0.15, 'SHY': 0.15}",[],0.05939478779483697,0.0
2019-07-31,Contraction,"{'SPY': 0.0, 'QQQ': 0.0, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.45, 'IEF': 0.25, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.0, 'DBC': 0.0, 'GLD': 0.15, 'SHY': 0.15}",[],0.0672206694409249,0.0
2019-08-30,Contraction,"{'SPY': 0.0, 'QQQ': 0.0, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.45, 'IEF': 0.25, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.0, 'DBC': 0.0, 'GLD': 0.15, 'SHY': 0.15}",[],0.08958418828940844,0.0
2019-09-30,Contraction,"{'SPY': 0.0, 'QQQ': 0.0, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.45, 'IEF': 0.25, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.0, 'DBC': 0.0, 'GLD': 0.15, 'SHY': 0.15}",[],0.10389848349650797,0.0
2019-10-31,Contraction,"{'SPY': 0.0, 'QQQ': 0.0, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.45, 'IEF': 0.25, 'TIP': 0.0, 'LQD': 0.0, 'HYG': 0.0, 'DBC': 0.0, 'GLD': 0.15, 'SHY': 0.15}",[],0.10356705036696794,0.0
2019-11-29,Recovery,"{'SPY': 0.24999999999999994, 'QQQ': 0.14999999999999997, 'IWM': 0.0, 'EFA': 0.0, 'EEM': 0.0, 'TLT': 0.14999999999999997, 'IEF': 0.0, 'TIP': 0.0, 'LQD': 0.14999999999999997, 'HYG': 0.19999999999999996, 'DBC': 0.0, 'GLD': 0.09999999999999998, 'SHY': 0.0}",[],0.0906394918324778,1.4999999999999998
